trip_id,vehicle_id,driver_id,driver_name,trip_date,trip_month,trip_quarter,route_name,route_category,distance_km,fuel_consumed_l,fuel_efficiency_kml,fuel_cost_inr,road_difficulty,difficulty_tier,traffic_level,weather,delay_minutes,delivery_status,expected_duration_h,actual_duration_h,total_maint_cost_inr,maint_count,avg_downtime_h,toll_cost_inr,labour_cost_inr,total_trip_cost_inr,cost_per_km,driver_perf_score,safety_rating,experience_years,vehicle_type,fuel_type,year_mfg,base_km_per_l,capacity_kg,customer_location,avg_speed_kmph
T0078,V006,D015,Driver_15,2023-02-21 08:00:00,2,1,Route_Rural_Y,Rural,193.0,17.91,10.77610273590173,1954.8,5.0,Moderate,Medium,Clear,26,Minor Delay,3.22,3.65,19346.64,1,29.0,0.0,940.9426806474196,22242.382680647417,115.25,74.57,4.1,7,Van,Diesel,2016,10.74,7599,West Zone,31.3
T0079,V006,D025,Driver_25,2023-02-22 00:00:00,2,1,Route_Rural_X,Rural,24.4,2.42,10.082644628099173,259.21,2.2,Easy,Low,Rain,30,Major Delay,0.41,0.91,19346.64,1,29.0,0.0,172.57548378220207,19778.4254837822,810.59,75.64,5.0,5,Van,Diesel,2016,10.74,7599,South Zone,85.5
T0080,V013,D023,Driver_23,2023-02-22 16:00:00,2,1,Route_Highway_1,Highway,47.5,2.85,16.666666666666668,280.34,9.6,Hard,Medium,Rain,56,Major Delay,0.79,1.73,18146.56,1,33.3,124.61668372885664,299.4951659838018,18851.01184971266,396.86,84.33,5.0,17,Bus,Petrol,2011,17.12,3573,North Zone,34.8
T0081,V019,D005,Driver_5,2023-02-23 08:00:00,2,1,Route_City_A,City,169.1,22.0,7.6863636363636365,2199.66,5.8,Moderate,High,Rain,52,Major Delay,2.82,3.69,68962.6,4,20.1,0.0,1056.7883120064002,20497.0983120064,121.21,59.75,3.7,3,Truck,Petrol,2021,10.45,661,Central,63.2
T0082,V008,D010,Driver_10,2023-02-24 00:00:00,2,1,Route_Mixed,Mixed,202.4,35.48,5.704622322435175,3345.84,3.2,Moderate,Medium,Fog,38,Major Delay,3.37,4.01,21444.72,2,21.549999999999997,337.8149825663953,616.7157831165532,15022.730765682949,74.22,61.42,4.4,14,Sedan,Diesel,2018,6.17,8726,East Zone,69.2
T0083,V002,D007,Driver_7,2023-02-24 16:00:00,2,1,Route_Rural_Y,Rural,248.0,23.85,10.39832285115304,2372.46,5.5,Moderate,Medium,Clear,0,On Time,4.13,4.13,10495.08,1,16.3,0.0,957.3351834030695,13824.87518340307,55.75,76.75,3.3,3,Bus,Diesel,2013,9.56,3112,South Zone,74.0
T0084,V001,D025,Driver_25,2023-02-25 08:00:00,2,1,Route_Highway_1,Highway,130.8,16.26,8.044280442804428,1509.76,7.1,Hard,Medium,Rain,0,On Time,2.18,2.18,34132.28,2,36.45,263.26769505779424,397.1274893341626,19236.295184391958,147.07,78.21,5.0,5,SUV,Petrol,2023,9.31,8013,Central,78.2
T0085,V015,D017,Driver_17,2023-02-26 00:00:00,2,1,Route_City_B,City,284.1,18.08,15.713495575221241,1873.05,1.7,Easy,Medium,Clear,58,Major Delay,4.74,5.7,33176.83,4,30.275000000000002,0.0,898.4519204775254,11065.709420477526,38.95,74.09,3.1,15,SUV,Petrol,2017,16.98,4343,West Zone,47.7
T0086,V001,D007,Driver_7,2023-02-26 16:00:00,2,1,Route_Highway_2,Highway,346.8,44.97,7.71180787191461,4298.87,3.5,Moderate,High,Clear,0,On Time,5.78,5.78,34132.28,2,36.45,945.9381463375321,1196.5130725178333,23507.461218855366,67.78,70.66,3.3,3,SUV,Petrol,2023,9.31,8013,South Zone,30.7
T0087,V005,D022,Driver_22,2023-02-27 08:00:00,2,1,Route_Rural_X,Rural,316.3,31.81,9.943414020748193,3363.42,8.3,Hard,High,Clear,0,On Time,5.27,5.27,14482.130000000001,3,22.599999999999998,0.0,1399.5657012908848,9590.362367957552,30.32,75.72,3.3,7,Bus,Diesel,2023,11.08,5986,West Zone,80.6
T0088,V016,D012,Driver_12,2023-02-28 00:00:00,2,1,Route_City_A,City,35.1,3.0,11.700000000000001,281.37,5.1,Moderate,Very High,Rain,0,On Time,0.59,0.59,35493.38,2,22.25,0.0,176.58408981270458,18204.644089812704,518.65,80.49,3.5,1,Van,Petrol,2019,16.2,8489,Central,67.5
T0089,V019,D025,Driver_25,2023-02-28 16:00:00,2,1,Route_Rural_X,Rural,202.6,26.16,7.744648318042813,2505.38,5.9,Moderate,High,Hot,39,Major Delay,3.38,4.03,68962.6,4,20.1,0.0,1199.6762087019185,20945.706208701922,103.38,68.2,5.0,5,Truck,Petrol,2021,10.45,661,North Zone,88.5
T0090,V004,D017,Driver_17,2023-03-01 08:00:00,3,1,Route_Mixed,Mixed,59.9,11.67,5.132819194515853,1203.5,4.9,Moderate,Medium,Rain,51,Major Delay,1.0,1.85,17174.29,1,6.7,239.11977442142992,351.3828579281538,18968.292632349585,316.67,51.81,3.1,15,Bus,Petrol,2017,6.19,6735,East Zone,87.5
T0091,V003,D013,Driver_13,2023-03-02 00:00:00,3,1,Route_City_B,City,112.0,19.37,5.782137325761487,2030.91,1.4,Easy,High,Fog,74,Major Delay,1.87,3.1,46267.04,3,3.8333333333333335,0.0,692.8451666563569,18146.101833323024,162.02,48.57,3.3,5,Sedan,Diesel,2023,7.98,7541,North Zone,89.0
T0092,V017,D020,Driver_20,2023-03-02 16:00:00,3,1,Route_Rural_X,Rural,394.9,37.29,10.589970501474927,3730.29,2.5,Easy,Medium,Rain,62,Major Delay,6.58,7.61,1503.97,1,34.1,0.0,1202.8033320403067,6437.063332040307,16.3,66.73,4.4,13,SUV,Diesel,2018,11.39,7373,East Zone,64.0
T0093,V017,D025,Driver_25,2023-03-03 08:00:00,3,1,Route_City_A,City,74.1,7.07,10.48090523338048,750.31,5.0,Moderate,Medium,Rain,37,Major Delay,1.23,1.85,1503.97,1,34.1,0.0,411.9410909875138,2666.221090987514,35.98,74.87,5.0,5,SUV,Diesel,2018,11.39,7373,North Zone,53.4
T0094,V012,D004,Driver_4,2023-03-04 00:00:00,3,1,Route_City_B,City,209.6,17.35,12.080691642651296,1668.18,2.9,Easy,High,Clear,0,On Time,3.49,3.49,60915.99,5,25.1,0.0,878.7748092573166,14730.152809257317,70.28,79.35,3.0,8,Sedan,Electric,2022,13.27,8055,West Zone,85.4
T0095,V014,D010,Driver_10,2023-03-04 16:00:00,3,1,Route_Rural_X,Rural,254.9,17.41,14.641010913268238,1675.87,1.4,Easy,Low,Clear,8,Minor Delay,4.25,4.38,60260.29,5,25.580000000000002,0.0,925.8253214864905,14653.75332148649,57.49,88.84,4.4,14,Van,CNG,2014,13.81,1521,South Zone,61.6
T0096,V006,D003,Driver_3,2023-03-05 08:00:00,3,1,Route_Highway_2,Highway,286.9,39.47,7.2688117557638705,3813.0,8.6,Hard,Very High,Clear,167,Major Delay,4.78,7.56,19346.64,1,29.0,986.5902509556125,1587.892711133298,25734.12296208891,89.7,33.66,4.3,12,Van,Diesel,2016,10.74,7599,North Zone,42.8
T0097,V003,D009,Driver_9,2023-03-06 00:00:00,3,1,Route_Rural_Y,Rural,232.7,33.66,6.913250148544266,3491.69,9.8,Hard,Medium,Clear,23,Minor Delay,3.88,4.26,46267.04,3,3.8333333333333335,0.0,665.3195410131494,19579.356207679815,84.14,66.14,4.0,15,Sedan,Diesel,2023,7.98,7541,Central,89.8
T0098,V009,D013,Driver_13,2023-03-06 16:00:00,3,1,Route_City_B,City,23.7,3.32,7.13855421686747,291.57,8.1,Hard,High,Clear,35,Major Delay,0.39,0.98,69521.94,3,20.133333333333333,0.0,161.73446643947327,23627.284466439472,996.93,60.98,3.3,5,Sedan,Diesel,2023,8.39,3652,Central,91.8
T0099,V005,D018,Driver_18,2023-03-07 08:00:00,3,1,Route_Rural_Y,Rural,144.1,14.29,10.083974807557732,1387.06,8.7,Hard,High,Clear,42,Major Delay,2.4,3.1,14482.130000000001,3,22.599999999999998,0.0,506.65450215857527,6721.091168825242,46.64,66.77,3.5,15,Bus,Diesel,2023,11.08,5986,Central,62.6
T0100,V017,D015,Driver_15,2023-03-08 00:00:00,3,1,Route_City_B,City,216.7,22.89,9.46701616426387,2006.38,3.2,Moderate,High,Clear,61,Major Delay,3.61,4.63,1503.97,1,34.1,0.0,1220.5480881938454,4730.898088193846,21.83,63.23,4.1,7,SUV,Diesel,2018,11.39,7373,Central,35.3
T0101,V014,D004,Driver_4,2023-03-08 16:00:00,3,1,Route_Highway_2,Highway,53.4,4.17,12.805755395683454,438.43,9.6,Hard,High,Hot,65,Major Delay,0.89,1.97,60260.29,5,25.580000000000002,154.1595092335767,476.65028145615935,13121.297790689738,245.72,65.43,3.0,8,Van,CNG,2014,13.81,1521,West Zone,57.1
T0102,V003,D015,Driver_15,2023-03-09 08:00:00,3,1,Route_Rural_Y,Rural,153.2,26.67,5.744281964754405,2865.66,2.8,Easy,High,Clear,38,Major Delay,2.55,3.19,46267.04,3,3.8333333333333335,0.0,882.2680558790121,19170.274722545677,125.13,60.31,4.1,7,Sedan,Diesel,2023,7.98,7541,South Zone,86.2
T0103,V001,D022,Driver_22,2023-03-10 00:00:00,3,1,Route_Highway_1,Highway,32.6,3.7,8.81081081081081,355.82,9.6,Hard,Low,Clear,0,On Time,0.54,0.54,34132.28,2,36.45,103.02005167138186,87.53285272721395,17612.512904398594,540.26,73.15,3.3,7,SUV,Petrol,2023,9.31,8013,South Zone,93.1
T0104,V020,D002,Driver_2,2023-03-10 16:00:00,3,1,Route_City_A,City,49.9,3.58,13.938547486033519,350.03,10.0,Hard,Medium,Clear,10,Minor Delay,0.83,1.0,18395.2,1,26.0,0.0,207.88182304118865,18953.11182304119,379.82,83.17,3.5,3,SUV,Diesel,2021,14.03,4797,Central,44.2
T0105,V001,D015,Driver_15,2023-03-11 08:00:00,3,1,Route_Highway_1,Highway,170.8,20.11,8.49328692192939,1877.1,7.4,Hard,Low,Rain,30,Major Delay,2.85,3.35,34132.28,2,36.45,646.3673356514001,921.7161696685097,20511.32350531991,120.09,68.45,4.1,7,SUV,Petrol,2023,9.31,8013,Central,34.7
T0106,V003,D008,Driver_8,2023-03-12 00:00:00,3,1,Route_Rural_X,Rural,70.4,10.95,6.429223744292238,1160.45,9.8,Hard,High,Clear,37,Major Delay,1.17,1.79,46267.04,3,3.8333333333333335,0.0,529.7173872498872,17112.514053916555,243.08,62.1,4.1,5,Sedan,Diesel,2023,7.98,7541,South Zone,91.4
T0107,V018,D008,Driver_8,2023-03-12 16:00:00,3,1,Route_Highway_2,Highway,235.7,34.27,6.877735628829879,3427.22,6.1,Hard,Medium,Clear,34,Major Delay,3.93,4.5,61824.66,4,15.649999999999999,433.31684377850974,756.4745416766121,20073.176385455125,85.16,63.83,4.1,5,Bus,Electric,2021,7.14,6175,South Zone,57.3
T0108,V010,D017,Driver_17,2023-03-13 08:00:00,3,1,Route_Highway_1,Highway,282.0,23.74,11.878685762426285,2525.67,3.3,Moderate,High,Rain,57,Major Delay,4.7,5.65,55975.82,4,22.625,593.5192233177677,1117.603772832893,18230.74799615066,64.65,65.64,3.1,15,Bus,Petrol,2017,14.54,2085,West Zone,67.9
T0109,V003,D012,Driver_12,2023-03-14 00:00:00,3,1,Route_City_B,City,324.2,49.5,6.5494949494949495,5009.97,4.9,Moderate,Medium,Clear,17,Minor Delay,5.4,5.69,46267.04,3,3.8333333333333335,0.0,964.6343677099743,21396.95103437664,66.0,64.76,3.5,1,Sedan,Diesel,2023,7.98,7541,North Zone,97.8
T0110,V008,D019,Driver_19,2023-03-14 16:00:00,3,1,Route_Rural_X,Rural,96.1,14.56,6.6002747252747245,1418.6,6.3,Hard,Low,Clear,4,Minor Delay,1.6,1.67,21444.72,2,21.549999999999997,0.0,331.70774575786135,12472.667745757863,129.79,67.99,3.5,10,Sedan,Diesel,2018,6.17,8726,Central,34.7
T0111,V014,D010,Driver_10,2023-03-15 08:00:00,3,1,Route_Rural_X,Rural,83.6,7.25,11.53103448275862,651.0,1.7,Easy,High,Clear,31,Major Delay,1.39,1.91,60260.29,5,25.580000000000002,0.0,504.65764565284155,13207.715645652843,157.99,76.28,4.4,14,Van,CNG,2014,13.81,1521,Central,75.4
T0112,V018,D009,Driver_9,2023-03-16 00:00:00,3,1,Route_Highway_1,Highway,59.7,7.8,7.653846153846154,729.3,6.6,Hard,Low,Clear,13,Minor Delay,0.99,1.21,61824.66,4,15.649999999999999,208.74672897641412,264.24983131739253,16658.461560293807,279.04,70.22,4.0,15,Bus,Electric,2021,7.14,6175,East Zone,35.2
T0113,V015,D005,Driver_5,2023-03-16 16:00:00,3,1,Route_Highway_1,Highway,261.8,14.82,17.66531713900135,1361.26,9.8,Hard,Low,Clear,11,Minor Delay,4.36,4.55,33176.83,4,30.275000000000002,655.4898205061529,1033.1505632007543,11344.107883706907,43.33,92.17,3.7,3,SUV,Petrol,2017,16.98,4343,North Zone,56.3
T0114,V002,D006,Driver_6,2023-03-17 08:00:00,3,1,Route_Highway_2,Highway,288.5,32.01,9.012808497344581,2853.29,2.7,Easy,Low,Clear,20,Minor Delay,4.81,5.14,10495.08,1,16.3,510.70016766647717,1475.891852873909,15334.962020540386,53.15,70.02,3.6,1,Bus,Diesel,2013,9.56,3112,Central,86.3
T0115,V010,D020,Driver_20,2023-03-18 00:00:00,3,1,Route_City_A,City,32.0,3.41,9.384164222873899,301.83,8.1,Hard,Very High,Storm,0,On Time,0.53,0.53,55975.82,4,22.625,0.0,144.36139773717912,14440.146397737179,451.25,78.85,4.4,13,Bus,Petrol,2017,14.54,2085,North Zone,60.3
T0116,V002,D002,Driver_2,2023-03-18 16:00:00,3,1,Route_Highway_1,Highway,375.8,50.87,7.387458226852763,4593.24,9.2,Hard,High,Rain,66,Major Delay,6.26,7.36,10495.08,1,16.3,1412.620368692942,1124.4778321945246,17625.418200887467,46.9,54.92,3.5,3,Bus,Diesel,2013,9.56,3112,South Zone,99.8
T0117,V017,D024,Driver_24,2023-03-19 08:00:00,3,1,Route_Mixed,Mixed,39.7,3.81,10.41994750656168,390.94,9.5,Hard,Medium,Rain,0,On Time,0.66,0.66,1503.97,1,34.1,60.662597769563405,105.1477104307779,2060.7203082003416,51.91,77.59,3.5,4,SUV,Diesel,2018,11.39,7373,South Zone,69.1
T0118,V008,D013,Driver_13,2023-03-20 00:00:00,3,1,Route_Highway_1,Highway,225.7,38.12,5.920776495278069,3875.78,9.6,Hard,Medium,Clear,39,Major Delay,3.76,4.41,21444.72,2,21.549999999999997,718.5660983763663,863.3922432169838,16180.098341593352,71.69,57.27,3.3,5,Sedan,Diesel,2018,6.17,8726,West Zone,52.5
T0119,V001,D006,Driver_6,2023-03-20 16:00:00,3,1,Route_Rural_Y,Rural,289.4,36.33,7.965868428296174,3720.37,5.7,Moderate,Medium,Hot,26,Minor Delay,4.82,5.26,34132.28,2,36.45,0.0,874.7300407148177,21661.240040714816,74.85,66.21,3.6,1,SUV,Petrol,2023,9.31,8013,South Zone,45.4
T0120,V009,D005,Driver_5,2023-03-21 08:00:00,3,1,Route_City_B,City,351.0,54.49,6.441548908056524,5350.36,9.8,Hard,High,Clear,0,On Time,5.85,5.85,69521.94,3,20.133333333333333,0.0,1453.157808703453,29977.497808703454,85.41,69.39,3.7,3,Sedan,Diesel,2023,8.39,3652,South Zone,54.5
T0121,V011,D025,Driver_25,2023-03-22 00:00:00,3,1,Route_Mixed,Mixed,291.4,19.91,14.635861376192867,1742.81,7.8,Hard,High,Clear,31,Major Delay,4.86,5.37,16252.189999999999,2,29.549999999999997,514.2741017305954,1341.8941173047183,11725.073219035312,40.24,85.72,5.0,5,SUV,Diesel,2014,15.48,4443,South Zone,56.1
T0122,V016,D001,Driver_1,2023-03-22 16:00:00,3,1,Route_Mixed,Mixed,324.7,20.99,15.469271081467365,1943.03,2.5,Easy,Low,Rain,21,Minor Delay,5.41,5.76,35493.38,2,22.25,966.1916468788995,1626.9025762279894,22282.814223106885,68.63,89.2,4.8,5,Van,Petrol,2019,16.2,8489,South Zone,34.8
T0123,V007,D021,Driver_21,2023-03-23 08:00:00,3,1,Route_Rural_Y,Rural,149.0,16.24,9.17487684729064,1451.28,5.3,Moderate,Low,Clear,0,On Time,2.48,2.48,14838.89,1,17.9,0.0,741.3778988035725,17031.547898803572,114.31,78.37,4.4,19,Sedan,Electric,2021,9.52,1275,East Zone,55.9
T0124,V010,D022,Driver_22,2023-03-24 00:00:00,3,1,Route_Rural_Y,Rural,329.6,22.69,14.526223005729396,2144.06,7.5,Hard,Low,Clear,16,Minor Delay,5.49,5.76,55975.82,4,22.625,0.0,1467.7962029151947,17605.811202915196,53.42,82.26,3.3,7,Bus,Petrol,2017,14.54,2085,West Zone,62.5
T0125,V003,D021,Driver_21,2023-03-24 16:00:00,3,1,Route_Rural_X,Rural,50.4,8.73,5.77319587628866,769.14,3.2,Moderate,High,Rain,0,On Time,0.84,0.84,46267.04,3,3.8333333333333335,0.0,194.49859256296665,16385.985259229634,325.12,70.67,4.4,19,Sedan,Diesel,2023,7.98,7541,South Zone,80.6
T0126,V018,D006,Driver_6,2023-03-25 08:00:00,3,1,Route_City_A,City,360.0,62.23,5.784991161819058,6411.45,6.8,Hard,High,Hot,55,Major Delay,6.0,6.92,61824.66,4,15.649999999999999,0.0,1056.2033616131878,22923.818361613186,63.68,54.33,3.6,1,Bus,Electric,2021,7.14,6175,East Zone,76.0
T0127,V013,D006,Driver_6,2023-03-26 00:00:00,3,1,Route_City_B,City,228.1,13.49,16.908821349147516,1356.88,7.0,Hard,Medium,Clear,37,Major Delay,3.8,4.42,18146.56,1,33.3,0.0,998.6904806730851,20502.130480673088,89.88,83.82,3.6,1,Bus,Petrol,2011,17.12,3573,Central,79.6
T0128,V007,D023,Driver_23,2023-03-26 16:00:00,3,1,Route_Highway_2,Highway,330.6,38.92,8.494347379239466,3550.3,2.5,Easy,Low,Fog,0,On Time,5.51,5.51,14838.89,1,17.9,907.6480407589692,931.984892662075,20228.822933421045,61.19,79.23,5.0,17,Sedan,Electric,2021,9.52,1275,South Zone,30.6
T0129,V004,D016,Driver_16,2023-03-27 08:00:00,3,1,Route_Mixed,Mixed,191.9,39.48,4.860688956433638,3868.36,6.1,Hard,Low,Hot,13,Minor Delay,3.2,3.42,17174.29,1,6.7,514.5656942876587,858.3379687804069,22415.553663068065,116.81,63.09,3.8,9,Bus,Petrol,2017,6.19,6735,East Zone,45.2
T0130,V013,D004,Driver_4,2023-03-28 00:00:00,3,1,Route_Highway_2,Highway,264.6,18.51,14.294975688816855,1949.63,7.9,Hard,Very High,Clear,0,On Time,4.41,4.41,18146.56,1,33.3,447.8512893112937,882.86359052809,21426.904879839385,80.98,84.37,3.0,8,Bus,Petrol,2011,17.12,3573,Central,76.3
T0131,V020,D011,Driver_11,2023-03-28 16:00:00,3,1,Route_Highway_1,Highway,220.0,16.18,13.597033374536466,1721.55,5.5,Moderate,Medium,Clear,24,Minor Delay,3.67,4.07,18395.2,1,26.0,756.9939154123124,967.1165029441974,21840.86041835651,99.28,79.04,3.5,3,SUV,Diesel,2021,14.03,4797,East Zone,63.9
T0132,V001,D024,Driver_24,2023-03-29 08:00:00,3,1,Route_Highway_1,Highway,298.0,45.16,6.598759964570417,4151.06,1.1,Easy,High,Clear,0,On Time,4.97,4.97,34132.28,2,36.45,1143.5347410441361,1490.6506511862904,23851.385392230426,80.04,68.94,3.5,4,SUV,Petrol,2023,9.31,8013,North Zone,30.4
T0133,V008,D023,Driver_23,2023-03-30 00:00:00,3,1,Route_Highway_2,Highway,51.0,11.22,4.545454545454545,1034.45,1.1,Easy,High,Clear,0,On Time,0.85,0.85,21444.72,2,21.549999999999997,120.22986452841964,218.57932373549815,12095.619188263918,237.17,70.29,5.0,17,Sedan,Diesel,2018,6.17,8726,North Zone,86.3
T0134,V014,D009,Driver_9,2023-03-30 16:00:00,3,1,Route_Highway_1,Highway,42.9,3.12,13.749999999999998,322.7,4.2,Moderate,Medium,Clear,13,Minor Delay,0.71,0.93,60260.29,5,25.580000000000002,153.53493039700155,236.41365323171195,12764.706583628715,297.55,84.02,4.0,15,Van,CNG,2014,13.81,1521,North Zone,84.1
T0135,V016,D023,Driver_23,2023-03-31 08:00:00,3,1,Route_City_A,City,113.9,7.5,15.186666666666667,797.29,9.3,Hard,Medium,Hot,17,Minor Delay,1.9,2.18,35493.38,2,22.25,0.0,634.8495366366651,19178.829536636666,168.38,90.32,5.0,17,Van,Petrol,2019,16.2,8489,West Zone,68.4
T0136,V014,D003,Driver_3,2023-04-01 00:00:00,4,2,Route_Rural_Y,Rural,80.6,5.88,13.707482993197278,501.56,3.1,Moderate,Low,Fog,19,Minor Delay,1.34,1.66,60260.29,5,25.580000000000002,0.0,396.5370786651189,12950.15507866512,160.67,83.69,4.3,12,Van,CNG,2014,13.81,1521,Central,34.7
T0137,V012,D019,Driver_19,2023-04-01 16:00:00,4,2,Route_Highway_1,Highway,351.3,32.92,10.671324422843256,3065.35,6.7,Hard,High,Rain,56,Major Delay,5.86,6.79,60915.99,5,25.1,1271.386001092243,1417.880139941633,17937.814141033876,51.06,64.75,3.5,10,Sedan,Electric,2022,13.27,8055,East Zone,83.7
T0138,V019,D008,Driver_8,2023-04-02 08:00:00,4,2,Route_Rural_X,Rural,103.3,11.43,9.037620297462817,1119.57,3.0,Easy,High,Clear,0,On Time,1.72,1.72,68962.6,4,20.1,0.0,285.79991752542156,18646.019917525424,180.5,76.86,4.1,5,Truck,Petrol,2021,10.45,661,South Zone,70.9
T0139,V015,D005,Driver_5,2023-04-03 00:00:00,4,2,Route_Highway_1,Highway,390.8,29.36,13.310626702997276,2844.53,3.9,Moderate,High,Storm,94,Major Delay,6.51,8.08,33176.83,4,30.275000000000002,755.1982347989807,1293.8736668413767,13187.809401640357,33.75,62.42,3.7,3,SUV,Petrol,2017,16.98,4343,North Zone,84.7
T0140,V002,D004,Driver_4,2023-04-03 16:00:00,4,2,Route_City_B,City,148.0,18.79,7.876530069185738,1632.33,8.6,Hard,Medium,Hot,16,Minor Delay,2.47,2.73,10495.08,1,16.3,0.0,726.1882217323571,12853.598221732358,86.85,66.0,3.0,8,Bus,Diesel,2013,9.56,3112,South Zone,82.6
T0141,V002,D024,Driver_24,2023-04-04 08:00:00,4,2,Route_City_A,City,89.2,8.78,10.159453302961277,771.38,7.6,Hard,Low,Clear,0,On Time,1.49,1.49,10495.08,1,16.3,0.0,334.31109957313555,11600.771099573136,130.05,77.0,3.5,4,Bus,Diesel,2013,9.56,3112,West Zone,86.2
T0142,V019,D006,Driver_6,2023-04-05 00:00:00,4,2,Route_City_B,City,320.1,43.4,7.37557603686636,4236.83,1.9,Easy,Very High,Clear,0,On Time,5.33,5.33,68962.6,4,20.1,0.0,1587.3921187555547,23064.872118755557,72.06,71.1,3.6,1,Truck,Petrol,2021,10.45,661,South Zone,66.3
T0143,V017,D002,Driver_2,2023-04-05 16:00:00,4,2,Route_City_B,City,270.3,29.54,9.150304671631687,2598.94,4.9,Moderate,High,Rain,66,Major Delay,4.5,5.61,1503.97,1,34.1,0.0,1581.2742118192332,5684.1842118192335,21.03,58.91,3.5,3,SUV,Diesel,2018,11.39,7373,Central,39.8
T0144,V020,D020,Driver_20,2023-04-06 08:00:00,4,2,Route_Rural_X,Rural,209.3,15.86,13.196721311475411,1507.61,1.3,Easy,Medium,Clear,49,Major Delay,3.49,4.31,18395.2,1,26.0,0.0,1033.661922721952,20936.471922721954,100.03,75.75,4.4,13,SUV,Diesel,2021,14.03,4797,South Zone,77.0
T0145,V010,D011,Driver_11,2023-04-07 00:00:00,4,2,Route_City_A,City,231.0,18.81,12.280701754385966,1856.32,5.3,Moderate,Very High,Clear,0,On Time,3.85,3.85,55975.82,4,22.625,0.0,651.3715670721529,16501.64656707215,71.44,81.81,3.5,3,Bus,Petrol,2017,14.54,2085,South Zone,73.4
T0146,V006,D004,Driver_4,2023-04-07 16:00:00,4,2,Route_City_A,City,293.3,33.16,8.844993968636913,3518.27,7.0,Hard,High,Clear,54,Major Delay,4.89,5.79,19346.64,1,29.0,0.0,1311.768765339331,24176.67876533933,82.43,59.09,3.0,8,Van,Diesel,2016,10.74,7599,North Zone,82.0
T0147,V015,D015,Driver_15,2023-04-08 08:00:00,4,2,Route_City_A,City,106.8,6.86,15.568513119533527,688.87,2.1,Easy,Medium,Rain,0,On Time,1.78,1.78,33176.83,4,30.275000000000002,0.0,340.13868768145556,9323.216187681455,87.3,91.65,4.1,7,SUV,Petrol,2017,16.98,4343,West Zone,41.9
T0148,V011,D006,Driver_6,2023-04-09 00:00:00,4,2,Route_City_A,City,398.6,31.24,12.759282970550577,3106.52,3.6,Moderate,High,Rain,64,Major Delay,6.64,7.71,16252.189999999999,2,29.549999999999997,0.0,1728.9020523038348,12961.517052303834,32.52,67.96,3.6,1,SUV,Diesel,2014,15.48,4443,West Zone,43.6
T0149,V005,D022,Driver_22,2023-04-09 16:00:00,4,2,Route_City_A,City,390.4,43.68,8.937728937728938,4386.8,4.6,Moderate,High,Clear,0,On Time,6.51,6.51,14482.130000000001,3,22.599999999999998,0.0,1438.0560994267537,10652.23276609342,27.29,73.44,3.3,7,Bus,Diesel,2023,11.08,5986,North Zone,92.3
T0150,V001,D017,Driver_17,2023-04-10 08:00:00,4,2,Route_Rural_X,Rural,267.1,31.54,8.468611287254282,2970.12,9.3,Hard,High,Clear,54,Major Delay,4.45,5.35,34132.28,2,36.45,0.0,1414.6720466859158,21450.932046685914,80.31,58.64,3.1,15,SUV,Petrol,2023,9.31,8013,Central,82.5
T0151,V008,D024,Driver_24,2023-04-11 00:00:00,4,2,Route_Highway_1,Highway,95.8,15.3,6.261437908496732,1498.11,9.9,Hard,Low,Clear,0,On Time,1.6,1.6,21444.72,2,21.549999999999997,311.5884698593577,356.98452893880113,12889.042998798159,134.54,68.18,3.5,4,Sedan,Diesel,2018,6.17,8726,West Zone,93.6
T0152,V012,D006,Driver_6,2023-04-11 16:00:00,4,2,Route_City_B,City,278.5,20.94,13.299904489016235,2146.8,1.4,Easy,Medium,Clear,13,Minor Delay,4.64,4.86,60915.99,5,25.1,0.0,759.1198208537442,15089.117820853746,54.18,81.4,3.6,1,Sedan,Electric,2022,13.27,8055,East Zone,83.1
T0153,V012,D019,Driver_19,2023-04-12 08:00:00,4,2,Route_City_A,City,47.4,4.79,9.895615866388308,464.87,7.8,Hard,Very High,Clear,81,Major Delay,0.79,2.14,60915.99,5,25.1,0.0,592.6798551166893,13240.74785511669,279.34,57.01,3.5,10,Sedan,Electric,2022,13.27,8055,West Zone,71.8
T0154,V005,D025,Driver_25,2023-04-13 00:00:00,4,2,Route_Mixed,Mixed,31.6,2.71,11.660516605166052,248.32,4.3,Moderate,Medium,Clear,24,Minor Delay,0.53,0.93,14482.130000000001,3,22.599999999999998,76.53363773163203,242.10908046491866,5394.339384863218,170.71,80.65,5.0,5,Bus,Diesel,2023,11.08,5986,West Zone,75.8
T0155,V007,D002,Driver_2,2023-04-13 16:00:00,4,2,Route_Highway_1,Highway,117.9,13.98,8.433476394849786,1227.9,4.5,Moderate,Medium,Fog,0,On Time,1.97,1.97,14838.89,1,17.9,276.47008975022175,479.0214131712437,16822.281502921465,142.68,73.1,3.5,3,Sedan,Electric,2021,9.52,1275,West Zone,92.2
T0156,V004,D015,Driver_15,2023-04-14 08:00:00,4,2,Route_Highway_1,Highway,195.8,37.23,5.259199570239056,4014.14,7.8,Hard,Medium,Clear,22,Minor Delay,3.26,3.63,17174.29,1,6.7,676.0561171537636,841.4166782266063,22705.90279538037,115.96,63.04,4.1,7,Bus,Petrol,2017,6.19,6735,Central,70.5
